#item,x,y,dx,dy,label
0,17.3684210526,205.263157895,30.2278532197,34.952487136,1
1,42.1052631579,327.368421053,33.2506385417,42.2925094346,1
2,21.0526315789,371.052631579,33.2506385417,42.2925094346,1
3,234.210526316,340.526315789,33.2506385417,34.256932642,1
4,64.7368421053,417.894736842,33.2506385417,41.4508884969,1
5,100.0,445.789473684,29.9255746875,37.3057996472,1
6,114.736842105,453.157894737,29.9255746875,37.3057996472,1
7,282.105263158,422.105263158,29.9255746875,37.3057996472,1
8,297.894736842,396.315789474,29.9255746875,37.3057996472,1
9,385.789473684,270.526315789,29.9255746875,37.3057996472,1
10,465.263157895,261.578947368,24.2397154969,30.2176977142,1
11,336.315789474,208.421052632,26.6636870466,36.5634142342,1
12,283.157894737,198.421052632,29.3300557512,40.2197556576,1
