#item,x,y,dx,dy,label
0,126.315789474,77.3684210526,36.1859809239,30.1774117115,1
1,1.57894736842,6.84210526316,23.2691638047,30.1774117115,1
2,0.526315789474,0.526315789474,12.3661876815,19.4053917674,1
3,184.210526316,268.421052632,19.915868923,21.3459309442,1
4,370.0,358.947368421,15.9705352893,17.2902040648,1
5,128.947368421,207.368421053,19.3243477001,19.0192244713,1
6,485.789473684,283.157894737,12.1791129797,15.4055718217,1
7,484.210526316,300.0,12.1791129797,15.4055718217,1
8,484.736842105,421.052631579,12.1791129797,15.4055718217,1
9,481.052631579,426.315789474,9.86508151353,11.230661858,1
10,478.947368421,436.315789474,9.86508151353,11.230661858,1
11,493.157894737,464.210526316,9.86508151353,11.230661858,1
12,387.894736842,452.105263158,11.9367486314,16.4428120263,1
