#item,x,y,dx,dy,label
0,75.7894736842,290.526315789,46.6227748539,65.2091194473,1
1,110.526315789,263.684210526,37.7644476316,52.8193867523,1
2,224.210526316,237.894736842,37.7644476316,52.8193867523,1
3,243.157894737,227.368421053,41.5408923948,58.1013254276,1
4,246.315789474,338.947368421,27.2549795002,38.120279613,1
5,233.157894737,124.736842105,36.2763777148,38.120279613,1
6,233.157894737,46.3157894737,32.6487399433,34.3082516517,1
7,325.789473684,15.2631578947,32.6487399433,37.7390768169,1
8,397.368421053,27.8947368421,23.8009314187,27.5117869995,1
9,411.578947368,33.1578947368,23.8009314187,27.5117869995,1
10,442.631578947,263.684210526,28.7991270166,33.2892622694,1
11,461.052631579,275.263157895,25.9192143149,29.9603360425,1
