#item,x,y,dx,dy,label
0,412.307692308,188.461538462,36.3144291524,42.0045110586,1
1,305.384615385,36.1538461538,39.1509492135,45.2854834174,1
2,284.615384615,10.7692307692,31.0811947126,35.9512848609,1
3,236.153846154,0.769230769231,31.0811947126,26.2084866636,1
4,58.4615384615,70.7692307692,27.416411044,26.2084866636,1
5,270.769230769,335.384615385,44.1544041505,42.2090298566,1
6,181.538461538,468.461538462,35.4074166883,33.847421042,1
7,126.153846154,450.769230769,25.8120067658,27.416411044,1
8,173.076923077,243.846153846,25.2983478311,36.4912430996,1
9,190.555555556,247.777777778,27.4256250985,33.5202084537,1
10,127.222222222,71.1111111111,33.1850063692,36.1384719361,1
