#item,x,y,dx,dy,label
0,31.875,72.5,38.6010896159,46.5725221521,1
1,73.75,106.875,38.2150787198,41.9152699369,1
2,129.375,191.875,42.0365865918,46.1067969306,1
3,175.0,76.875,37.4545986532,45.6457289613,1
4,209.375,59.375,37.0800526667,36.9730404587,1
5,241.25,57.5,48.3714144524,48.719005682,1
6,316.25,101.875,43.0989302771,48.719005682,1
7,258.75,30.0,43.0989302771,48.719005682,1
8,338.75,334.375,25.4494873393,35.1609935907,1
9,240.625,351.25,30.7938796806,35.1609935907,1
10,37.5,146.25,30.7938796806,35.1609935907,1
11,378.947368421,114.736842105,20.3923718509,22.8870615611,1
12,401.578947368,110.526315789,24.6747699396,27.6933444889,1
13,444.117647059,170.0,22.0,24.2,1
