#item,x,y,dx,dy,label
0,232.666666667,159.333333333,41.4576397062,44.0345340607,1
1,205.333333333,76.0,37.3118757356,39.6310806546,1
2,331.333333333,136.666666667,30.2226193458,32.1011753302,1
3,327.333333333,234.0,24.4803216701,26.0019520175,1
4,281.333333333,335.333333333,32.5833081429,34.6085981353,1
5,305.333333333,360.0,32.5833081429,34.6085981353,1
6,250.0,360.666666667,32.5833081429,34.6085981353,1
7,253.333333333,395.333333333,43.3683831383,46.064044118,1
8,486.0,158.666666667,28.453996177,30.2226193458,1
9,48.6666666667,213.333333333,28.453996177,30.2226193458,1
10,393.157894737,341.052631579,31.8819387197,35.0701325917,1
11,391.578947368,263.157894737,28.6937448477,35.0701325917,1
12,2.10526315789,372.631578947,20.917739994,54.2552303918,1
