#item,x,y,dx,dy,label
0,69.5238095238,109.047619048,36.1905445759,41.3819620911,1
1,50.0,137.142857143,43.7905589368,50.0721741303,1
2,143.80952381,140.0,39.4115030431,55.0793915433,1
3,203.333333333,121.428571429,47.6879186822,55.0793915433,1
4,3.80952380952,319.047619048,31.2880434474,43.2892176134,1
5,284.285714286,198.571428571,31.2880434474,43.2892176134,1
6,23.8095238095,412.857142857,41.6443858285,52.3799533122,1
7,256.666666667,398.095238095,41.6443858285,52.3799533122,1
8,409.523809524,465.238095238,41.6443858285,34.3664873681,1
9,386.19047619,120.0,37.4799472456,34.3664873681,1
10,134.117647059,12.9411764706,40.9003688688,45.4448542986,1
