#item,x,y,dx,dy,label
0,276.19047619,56.1904761905,50.8893716833,57.3282661673,1
1,246.19047619,250.476190476,67.7337537105,92.3277459451,1
2,303.333333333,242.380952381,67.7337537105,82.2640216371,1
3,395.714285714,223.333333333,81.1382635698,82.2640216371,1
4,313.333333333,374.761904762,81.1382635698,82.2640216371,1
5,152.380952381,454.761904762,43.1201999298,43.7184739228,1
6,383.333333333,135.238095238,34.9273619431,39.3466265306,1
7,227.142857143,334.285714286,38.4200981374,43.2812891836,1
8,279.411764706,127.647058824,48.4720201085,57.2054547882,1
9,290.588235294,170.588235294,43.6248180977,51.4849093094,1
