#item,x,y,dx,dy,label
0,13.8095238095,199.047619048,27.4156777748,32.7601444885,1
1,1.42857142857,242.857142857,19.9860290978,32.7601444885,1
2,14.2857142857,259.523809524,19.9860290978,29.4841300396,1
3,224.285714286,112.857142857,24.1830952084,35.6757973479,1
4,303.333333333,175.714285714,29.2615452021,35.6757973479,1
5,288.571428571,179.047619048,26.3353906819,28.8973958518,1
6,286.666666667,220.0,26.3353906819,38.4624338788,1
7,297.619047619,236.666666667,26.3353906819,38.4624338788,1
8,313.80952381,215.238095238,26.3353906819,38.4624338788,1
9,348.095238095,161.428571429,23.7018516137,34.6161904909,1
10,278.235294118,0.588235294118,25.0453643528,28.8196496777,1
11,282.352941176,13.5294117647,25.0453643528,28.8196496777,1
12,305.294117647,4.11764705882,30.3048908669,31.7016146455,1
