#item,x,y,dx,dy,label
0,258.666666667,42.6666666667,39.8642087443,42.3420597552,1
1,218.0,24.6666666667,32.2900090829,34.2970684017,1
2,94.6666666667,146.666666667,32.2900090829,34.2970684017,1
3,113.333333333,210.666666667,32.2900090829,34.2970684017,1
4,142.0,207.333333333,32.2900090829,34.2970684017,1
5,149.333333333,345.333333333,42.9780020893,45.6493980427,1
6,260.0,319.333333333,34.8121816923,36.9760124146,1
7,241.333333333,370.666666667,38.2933998616,40.673613656,1
8,290.0,362.666666667,38.2933998616,40.673613656,1
9,464.666666667,209.333333333,38.2933998616,40.673613656,1
10,394.666666667,71.3333333333,34.4640598754,36.6062522904,1
