#item,x,y,dx,dy,label
0,101.176470588,348.823529412,32.8892989633,29.2945201305,1
1,177.647058824,397.647058824,29.6003690669,35.4463693579,1
2,320.0,338.235294118,43.3379003509,42.8901069231,1
3,362.352941176,156.470588235,35.1036992842,42.8901069231,1
4,377.647058824,133.529411765,46.7230237473,42.8901069231,1
5,297.058823529,172.352941176,22.347477417,28.1401991522,1
6,350.588235294,45.8823529412,22.347477417,28.1401991522,1
7,481.764705882,131.764705882,16.291311037,37.4546050716,1
8,76.4705882353,140.0,17.9204421407,22.1165697487,1
9,97.6470588235,81.7647058824,14.5155581339,17.9144214965,1
