#item,x,y,dx,dy,label
0,168.095238095,361.904761905,30.7132119957,36.5104083283,1
1,201.428571429,334.285714286,40.8792851663,48.595353485,1
2,255.238095238,365.238095238,26.8208989976,31.8834114215,1
3,267.142857143,390.0,21.7249281881,25.8255632514,1
4,275.714285714,397.142857143,26.2871631076,31.2489315342,1
5,288.571428571,361.904761905,21.2926021171,25.3116345427,1
6,314.285714286,407.142857143,21.2926021171,25.3116345427,1
7,317.619047619,391.428571429,23.1876437055,27.564370017,1
8,331.904761905,395.714285714,23.1876437055,27.564370017,1
9,338.571428571,378.571428571,23.1876437055,27.564370017,1
10,348.095238095,385.238095238,23.1876437055,27.564370017,1
11,308.571428571,202.380952381,30.8627537721,36.6881764927,1
12,372.857142857,137.619047619,30.8627537721,36.6881764927,1
13,446.19047619,371.904761905,27.4987136109,32.689165255,1
14,475.238095238,392.380952381,24.7488422498,35.242515953,1
15,443.333333333,406.666666667,32.6113019442,37.6153557854,1
16,449.047619048,440.0,32.6113019442,37.6153557854,1
17,458.095238095,472.380952381,25.8894929988,27.4215943675,1
