#item,x,y,dx,dy,label
0,25.2941176471,106.470588235,36.2047731507,43.159555082,1
1,135.294117647,77.0588235294,39.8252504658,38.8435995738,1
2,197.058823529,91.1764705882,35.8427254192,38.8435995738,1
3,273.529411765,128.823529412,26.1293468306,31.4633156548,1
4,366.470588235,124.705882353,21.1647709328,25.4852856804,1
5,391.764705882,103.529411765,23.281248026,28.0338142484,1
6,449.411764706,112.941176471,25.6093728287,30.8371956732,1
7,401.764705882,25.2941176471,25.6093728287,30.8371956732,1
8,248.235294118,287.058823529,34.0860752349,33.5817060881,1
9,415.294117647,344.117647059,27.6097209403,33.5817060881,1
10,449.411764706,415.294117647,22.3638739616,33.5817060881,1
11,90.5882352941,435.294117647,43.5808636113,48.6753061248,1
