#item,x,y,dx,dy,label
0,386.363636364,344.545454545,40.8242311873,37.4752209991,1
1,320.909090909,286.363636364,26.784778082,33.7276988992,1
2,357.272727273,115.454545455,26.784778082,27.3194361083,1
3,396.363636364,97.2727272727,29.4632558902,30.0513797191,1
4,391.818181818,69.0909090909,26.5169303012,27.0462417472,1
5,466.363636364,231.818181818,26.5169303012,39.5984025421,1
6,70.9090909091,349.090909091,28.0192631892,31.4364194085,1
7,52.7272727273,309.090909091,27.7390705573,33.8919181285,1
8,81.8181818182,307.272727273,33.5642753744,33.8919181285,1
9,67.2727272727,300.909090909,24.4683567479,24.7072083157,1
10,78.1818181818,358.181818182,24.4683567479,32.5564413255,1
11,65.4545454545,430.0,26.1157842926,31.5894824617,1
12,98.1818181818,423.636363636,26.1157842926,31.5894824617,1
13,200.909090909,418.181818182,19.0384067493,27.8647665847,1
