#item,x,y,dx,dy,label
0,408.181818182,414.545454545,26.9423383615,35.317761319,1
1,210.0,204.545454545,24.2481045254,31.7859851871,1
2,30.0,173.636363636,32.2742271233,33.9261006052,1
3,47.2727272727,223.636363636,35.5016498356,37.3187106657,1
4,160.909090909,192.727272727,28.7563363669,30.2281556392,1
5,251.818181818,124.545454545,28.7563363669,30.2281556392,1
6,107.272727273,274.545454545,31.6319700035,33.2509712032,1
7,84.5454545455,278.181818182,28.4687730032,29.9258740828,1
8,182.727272727,317.272727273,20.7537355193,21.8159622064,1
9,169.090909091,328.181818182,20.7537355193,21.8159622064,1
10,154.545454545,368.181818182,20.7537355193,21.8159622064,1
11,236.363636364,258.181818182,22.8291090713,23.997558427,1
12,240.909090909,292.727272727,24.8608997786,26.133341127,1
13,286.363636364,205.454545455,24.8608997786,26.133341127,1
