#item,x,y,dx,dy,label
0,23.3333333333,403.333333333,33.7309300407,39.9436850721,1
1,45.2380952381,211.904761905,27.322053333,32.3543849084,1
2,135.714285714,198.095238095,27.322053333,32.3543849084,1
3,156.19047619,168.571428571,24.1005100245,20.8052804708,1
4,173.80952381,177.142857143,35.2855567268,30.4610111373,1
5,223.80952381,257.142857143,25.7231708539,30.4610111373,1
6,153.80952381,254.285714286,20.8357683916,30.4610111373,1
7,395.238095238,173.80952381,30.2005920172,36.124352789,1
8,416.666666667,226.19047619,24.4624795339,29.2607257591,1
9,480.476190476,230.952380952,17.8331475802,29.2607257591,1
10,483.333333333,272.380952381,16.0498328222,29.2607257591,1
11,123.529411765,0.0,29.282,29.282,1
12,415.294117647,1.17647058824,26.3538,23.71842,1
