#item,x,y,dx,dy,label
0,262.0,69.0,32.4568424322,37.0692972587,1
1,281.0,96.0,29.211158189,37.0692972587,1
2,214.0,153.0,26.2900423701,33.3623675328,1
3,3.0,128.0,31.8109512678,40.3684647147,1
4,309.0,204.0,28.629856141,36.3316182432,1
5,340.0,227.0,25.7668705269,36.3316182432,1
6,145.0,223.0,23.1901834742,28.8429814225,1
7,40.0,358.0,20.8711651268,25.9586832803,1
8,19.0,406.0,20.8711651268,25.9586832803,1
9,16.0,379.0,20.8711651268,25.9586832803,1
10,45.0,332.0,18.7840486141,23.3628149523,1
11,375.0,187.0,25.0015687054,31.0959067014,1
12,386.0,205.0,20.2512706514,25.1876844282,1
13,254.0,176.0,26.954441237,33.5248079739,1
14,100.0,265.555555556,23.5876379972,31.712268863,1
