#item,x,y,dx,dy,label
0,92.1052631579,96.8421052632,33.5977912648,40.4427546792,1
1,111.578947368,110.526315789,33.5977912648,40.4427546792,1
2,204.210526316,2.63157894737,33.5977912648,32.7586312902,1
3,88.9473684211,255.789473684,30.2380121383,32.7586312902,1
4,51.5789473684,356.842105263,33.2618133521,36.0344944192,1
5,38.9473684211,392.105263158,33.2618133521,36.0344944192,1
6,115.263157895,403.157894737,33.2618133521,43.6017382472,1
7,177.894736842,382.631578947,26.9420688152,35.3174079802,1
8,471.578947368,283.157894737,24.2478619337,31.7856671822,1
9,473.157894737,72.1052631579,24.2478619337,31.7856671822,1
