#item,x,y,dx,dy,label
0,89.0,88.0,27.416411044,31.2325281866,1
1,39.0,106.0,29.2623278416,41.5704950163,1
2,97.0,210.0,29.2623278416,41.5704950163,1
3,130.0,227.0,26.3360950574,37.4134455147,1
4,161.0,216.0,26.0727341068,37.0393110596,1
5,135.0,202.0,23.2308060892,33.0020261541,1
6,110.0,242.0,30.9202029047,43.9256968111,1
7,63.0,310.0,34.0122231952,48.3182664922,1
8,330.0,318.0,43.9256968111,46.8831656591,1
9,472.0,374.0,43.9256968111,56.7286304475,1
10,1.0,192.0,23.343916239,37.2196544366,1
11,203.0,75.0,21.0095246151,33.4976889929,1
