#item,x,y,dx,dy,label
0,288.0,150.666666667,23.3517616173,27.2835681085,1
1,24.0,340.0,48.0841461199,56.1802187391,1
2,132.0,419.333333333,48.0841461199,56.1802187391,1
3,140.666666667,20.6666666667,20.0838776745,23.4654606962,1
4,267.333333333,0.0,29.4048053033,34.3557810052,1
5,4.73684210526,31.5789473684,30.1273647808,39.6985272981,1
6,28.9473684211,5.26315789474,30.1273647808,39.6985272981,1
7,343.157894737,384.736842105,21.9628489252,28.9402264003,1
8,1.57894736842,437.894736842,38.5194413388,56.3963140641,1
9,163.157894737,387.894736842,28.080672736,32.9684448968,1
