#item,x,y,dx,dy,label
0,17.0588235294,148.235294118,26.2830515646,32.4482118082,1
1,31.1764705882,183.529411765,26.2830515646,32.4482118082,1
2,104.117647059,314.705882353,26.2830515646,32.4482118082,1
3,102.941176471,342.352941176,28.9113567211,35.693032989,1
4,122.941176471,351.764705882,28.9113567211,35.693032989,1
5,1.76470588235,432.352941176,28.9113567211,35.693032989,1
6,2.94117647059,461.176470588,28.9113567211,35.693032989,1
7,233.529411765,312.352941176,31.8024923932,39.2623362879,1
8,268.235294118,402.352941176,28.6222431539,35.3361026591,1
9,204.117647059,194.117647059,31.4844674693,38.869712925,1
10,301.176470588,148.235294118,41.9058262016,51.7355879032,1
11,348.823529412,74.1176470588,46.0964088217,41.9058262016,1
12,461.176470588,28.8235294118,30.2438538279,30.2438538279,1
