#item,x,y,dx,dy,label
0,169.090909091,170.0,38.6742898849,42.9569963011,1
1,149.090909091,213.636363636,42.5417188734,47.2526959312,1
2,353.636363636,279.090909091,42.5417188734,47.2526959312,1
3,370.909090909,323.636363636,46.7958907608,51.9779655243,1
4,326.363636364,111.818181818,46.7958907608,41.2643192484,1
5,232.727272727,117.272727273,37.1503685531,41.2643192484,1
6,209.090909091,85.4545454545,49.4471405441,37.1378873236,1
7,149.090909091,367.272727273,42.7488533213,44.0426004727,1
8,3.63636363636,337.272727273,42.7488533213,44.0426004727,1
9,393.636363636,48.1818181818,38.0892283093,44.0426004727,1
10,465.454545455,328.181818182,33.5981273994,44.0426004727,1
