#item,x,y,dx,dy,label
0,234.210526316,91.0526315789,30.7638146244,40.5099373138,1
1,264.736842105,74.2105263158,30.7638146244,32.8130492242,1
2,366.315789474,208.947368421,37.2242156955,48.0415853691,1
3,348.947368421,268.421052632,37.2242156955,43.2374268322,1
4,359.473684211,276.842105263,37.2242156955,43.2374268322,1
5,204.210526316,332.631578947,33.501794126,38.913684149,1
6,269.473684211,452.631578947,33.501794126,47.0855578203,1
7,160.526315789,414.736842105,21.980527126,20.2687887062,1
8,192.631578947,432.105263158,21.980527126,26.977757768,1
9,190.526315789,457.894736842,24.1785798386,26.977757768,1
10,230.0,478.421052632,19.5846496693,19.6667854128,1
