#item,x,y,dx,dy,label
0,208.571428571,0.714285714286,20.636146045,19.8096821156,1
1,199.285714286,140.0,24.9697367144,35.0940602585,1
2,89.2857142857,152.142857143,16.3826442583,23.0252129356,1
3,370.0,160.714285714,29.0228536449,32.7099574843,1
4,462.857142857,194.285714286,35.1176529103,39.579048556,1
5,450.714285714,282.142857143,35.1176529103,39.579048556,1
6,219.285714286,303.571428571,25.6007689716,28.8531263973,1
7,72.8571428571,314.285714286,16.7966645223,18.9305362293,1
8,107.857142857,456.428571429,18.1086519881,27.7161980933,1
9,75.0,467.142857143,21.9114689056,33.5365996929,1
