#item,x,y,dx,dy,label
0,193.0,75.0,32.1214786833,40.7625275929,1
1,74.0,133.0,32.1214786833,40.7625275929,1
2,40.0,153.0,32.1214786833,40.7625275929,1
3,57.0,180.0,32.1214786833,40.7625275929,1
4,120.0,369.0,26.0183977335,33.0176473503,1
5,51.0,385.0,31.4822612575,39.9513532938,1
6,14.0,444.0,31.4822612575,35.9562179645,1
7,285.0,377.0,33.9413406843,38.7647581497,1
8,301.0,434.0,33.9413406843,38.7647581497,1
9,248.0,217.0,33.9413406843,38.7647581497,1
10,380.0,395.0,24.7432373589,28.2595086911,1
