#item,x,y,dx,dy,label
0,29.4736842105,18.4210526316,33.2458890273,34.7547960565,1
1,129.473684211,85.2631578947,33.2458890273,34.7547960565,1
2,156.842105263,113.157894737,24.2362531009,31.2793164508,1
3,171.578947368,127.368421053,29.3258662521,34.4072480959,1
4,272.631578947,55.2631578947,32.2584528773,37.8479729055,1
5,300.0,44.2105263158,32.2584528773,37.8479729055,1
6,464.210526316,121.052631579,29.0326075895,34.063175615,1
7,305.789473684,346.315789474,29.0326075895,34.063175615,1
8,338.947368421,302.105263158,29.0326075895,34.063175615,1
9,40.5263157895,334.736842105,42.5066407718,41.2164424941,1
10,80.5263157895,304.736842105,30.9873411227,30.0467865782,1
11,210.526315789,464.210526316,27.8886070104,27.0421079204,1
12,3.15789473684,493.684210526,27.8886070104,27.0421079204,1
13,357.894736842,88.9473684211,27.8886070104,29.7463187124,1
14,327.894736842,81.5789473684,27.8886070104,26.7716868412,1
