#item,x,y,dx,dy,label
0,61.0526315789,232.105263158,35.9201927289,41.1191977314,1
1,56.8421052632,255.263157895,39.5122120018,45.2311175046,1
2,153.684210526,276.315789474,32.0048917215,36.6372051787,1
3,169.473684211,252.105263158,35.2053808936,40.3009256966,1
4,126.315789474,333.684210526,35.2053808936,40.3009256966,1
5,254.736842105,227.368421053,42.5985108813,48.7641200929,1
6,270.0,251.052631579,31.0543144324,35.5490435477,1
7,285.263157895,256.842105263,31.0543144324,35.5490435477,1
8,313.157894737,256.315789474,34.1597458757,39.1039479025,1
9,346.842105263,235.263157895,41.3332925096,52.0473546582,1
10,367.368421053,395.789473684,37.1999632586,46.8426191924,1
11,245.263157895,437.894736842,33.4799669328,42.1583572731,1
12,226.315789474,473.157894737,33.4799669328,24.8940883862,1
13,45.2631578947,420.0,29.2370205914,36.4474348062,1
14,31.0526315789,458.947368421,29.2370205914,36.4474348062,1
