#item,x,y,dx,dy,label
0,75.4545454545,156.363636364,48.5446342008,53.3811573846,1
1,95.4545454545,97.2727272727,42.8207363822,47.0869851174,1
2,26.3636363636,336.363636364,41.5489176909,50.7649495249,1
3,54.5454545455,332.727272727,41.5489176909,45.6884545724,1
4,255.454545455,256.363636364,37.3940259218,37.0076482037,1
5,290.909090909,246.363636364,33.3180770964,44.7792543264,1
6,308.181818182,448.181818182,40.3148732866,44.7792543264,1
7,303.636363636,480.0,40.3148732866,36.2711960044,1
8,391.818181818,478.181818182,29.3895426259,26.4417018872,1
9,406.111111111,382.222222222,21.3179056275,27.5313922841,1
