#item,x,y,dx,dy,label
0,376.842105263,132.631578947,44.7573681641,45.8730541947,1
1,358.947368421,46.8421052632,39.8788150342,37.1571738977,1
2,71.5789473684,292.631578947,43.8666965376,44.9601804162,1
3,76.3157894737,251.052631579,31.9788217759,40.4641623746,1
4,208.421052632,342.631578947,35.1767039535,43.6248180977,1
5,292.631578947,469.473684211,27.9261169113,28.6222431539,1
6,444.736842105,29.4736842105,36.4299853429,40.85915942,1
7,265.263157895,371.052631579,26.557459315,36.4055110432,1
8,250.0,374.736842105,23.6626962497,26.5396175505,1
9,231.052631579,488.947368421,28.4835575033,28.4644217525,1
