#item,x,y,dx,dy,label
0,133.636363636,201.818181818,33.5529989473,37.6450351388,1
1,160.0,241.818181818,33.5529989473,37.6450351388,1
2,184.545454545,269.090909091,27.1779291473,30.4924784624,1
3,158.181818182,324.545454545,32.8852942682,36.8958989395,1
4,129.090909091,321.818181818,29.5967648414,33.2063090456,1
5,225.454545455,322.727272727,29.5967648414,33.2063090456,1
6,255.454545455,319.090909091,29.5967648414,33.2063090456,1
7,366.363636364,254.545454545,29.5967648414,33.2063090456,1
8,471.818181818,310.0,21.5760415694,24.2073992942,1
9,250.0,180.0,31.2735876371,38.9862586373,1
10,199.090909091,135.454545455,25.3316059861,31.5788694962,1
11,171.818181818,142.727272727,25.3316059861,31.5788694962,1
12,33.6363636364,266.363636364,20.5186008487,25.5788842919,1
