#item,x,y,dx,dy,label
0,1.76470588235,170.0,28.5549984246,37.2628885476,1
1,18.8235294118,243.529411765,34.5515480938,37.2628885476,1
2,101.764705882,286.470588235,41.8073731935,37.2628885476,1
3,121.764705882,254.117647059,37.6266358741,37.2628885476,1
4,207.647058824,156.470588235,37.6266358741,37.2628885476,1
5,281.764705882,316.470588235,30.477575058,37.2628885476,1
6,71.7647058824,370.588235294,40.5656524022,37.2628885476,1
7,78.2352941176,401.176470588,36.509087162,37.2628885476,1
8,470.0,437.058823529,26.3489732957,40.9891774024,1
9,355.882352941,343.529411765,26.3489732957,40.9891774024,1
10,86.875,65.0,29.282,29.282,1
