#item,x,y,dx,dy,label
0,360.714285714,49.2857142857,28.0149806429,38.5904968646,1
1,342.857142857,67.8571428571,40.6065658277,34.7314471782,1
2,285.0,190.714285714,26.6419678396,33.6998884655,1
3,292.142857143,337.142857143,26.6419678396,33.6998884655,1
4,331.428571429,392.857142857,19.421994555,24.5672186914,1
5,333.571428571,402.142857143,28.435742228,35.968864886,1
6,335.714285714,375.0,31.2793164508,39.5657513747,1
7,222.142857143,322.857142857,25.3362463252,32.0482586135,1
8,162.142857143,215.714285714,27.8698709577,35.2530844748,1
9,199.285714286,259.285714286,25.0828838619,31.7277760273,1
10,109.285714286,132.142857143,20.3171359282,25.6994985821,1
11,176.428571429,163.571428571,29.4488555253,33.8639722867,1
12,175.0,95.7142857143,21.2535335212,24.439967439,1
13,145.0,14.2857142857,17.2153621521,19.7963736256,1
