#item,x,y,dx,dy,label
0,465.789473684,1.57894736842,37.331252666,33.2286326206,1
1,268.421052632,29.4736842105,37.331252666,44.2273100181,1
2,350.0,48.4210526316,41.0643779325,48.6500410199,1
3,411.052631579,116.315789474,41.0643779325,48.6500410199,1
4,440.526315789,207.368421053,36.9579401393,43.7850369179,1
5,287.894736842,302.105263158,36.9579401393,48.1635406097,1
6,117.894736842,136.315789474,44.7191075685,52.9798946706,1
7,27.8947368421,145.263157895,44.7191075685,52.4500957239,1
8,8.42105263158,301.578947368,49.1910183254,57.6951052963,1
9,2.63157894737,331.578947368,29.046804411,46.73303529,1
10,238.421052632,374.736842105,38.661296671,56.5469727009,1
