#item,x,y,dx,dy,label
0,87.0588235294,207.058823529,40.2926952052,34.8227988426,1
1,260.0,220.588235294,29.3733748046,38.3050787268,1
2,332.352941176,200.588235294,29.3733748046,38.3050787268,1
3,320.588235294,333.529411765,43.0055580514,46.3491452595,1
4,422.941176471,273.529411765,34.8345020216,41.7142307335,1
5,469.411764706,318.235294118,28.2159466375,33.7885268942,1
6,412.352941176,384.117647059,37.5554249745,40.8841175419,1
7,366.470588235,415.882352941,27.3779048064,29.8045216881,1
8,1.17647058824,364.117647059,26.8330845008,48.0004802239,1
9,216.470588235,1.76470588235,26.8330845008,31.4931150749,1
