#item,x,y,dx,dy,label
0,310.0,38.0,25.6179795772,33.5704238049,1
1,280.666666667,38.6666666667,25.6179795772,33.5704238049,1
2,184.666666667,280.666666667,34.0975308173,36.5581915236,1
3,384.0,423.333333333,41.2580122889,52.9895997275,1
4,449.333333333,397.333333333,33.418989954,47.6906397548,1
5,356.0,454.666666667,29.1837712801,33.0625731086,1
6,282.666666667,434.0,31.781126924,36.0051421153,1
7,48.0,474.0,28.0338142484,25.4681642208,1
8,144.0,140.0,21.8126277908,26.9110786258,1
9,166.666666667,129.333333333,25.6093728287,25.8506747528,1
10,419.333333333,85.3333333333,16.8023095129,16.9606277053,1
