#item,x,y,dx,dy,label
0,335.789473684,74.7368421053,47.5219525872,58.6493665023,1
1,385.789473684,84.2105263158,47.5219525872,52.7844298521,1
2,326.315789474,115.789473684,47.0467330613,58.0628728373,1
3,161.052631579,71.5789473684,56.9265470042,70.2560761331,1
4,42.6315789474,105.789473684,51.2338923038,63.2304685198,1
5,1.57894736842,197.894736842,46.1105030734,56.3383474511,1
6,274.210526316,323.684210526,46.1105030734,50.704512706,1
7,179.473684211,431.578947368,61.3730795907,73.4941122824,1
8,142.105263158,451.578947368,61.3730795907,73.4941122824,1
9,88.4210526316,1.05263157895,32.6161707908,18.6812172594,1
