#item,x,y,dx,dy,label
0,26.4705882353,139.411764706,39.2755314981,48.2371547415,1
1,21.1764705882,4.70588235294,35.3479783483,43.4134392674,1
2,135.2,154.4,25.7686762159,31.6483972259,1
3,154.8,169.6,25.7686762159,31.6483972259,1
4,174.4,164.0,31.1800982212,31.6483972259,1
5,188.0,148.8,25.2558795592,31.6483972259,1
6,208.8,164.0,20.4572624429,31.6483972259,1
7,238.0,191.2,22.5029886872,28.1987219283,1
8,173.2,228.4,24.753287556,28.1987219283,1
9,150.0,229.6,27.2286163116,34.1204535332,1
10,1.17647058824,205.882352941,17.1607548925,31.4844674693,1
11,325.882352941,284.705882353,30.4013240981,41.9058262016,1
12,311.176470588,61.1764705882,30.4013240981,33.9437192233,1
13,315.294117647,5.29411764706,40.4641623746,44.7272993833,1
14,465.294117647,272.941176471,32.1237296901,36.2291125005,1
15,72.9411764706,401.764705882,21.0763790497,21.3929286404,1
