#item,x,y,dx,dy,label
0,60.0,102.380952381,41.6303947658,43.2746739445,1
1,63.8095238095,138.571428571,33.7206197603,35.0524858951,1
2,321.428571429,160.952380952,27.3137020058,35.0524858951,1
3,338.571428571,162.857142857,33.049579427,42.413507933,1
4,394.761904762,254.285714286,48.3878892391,38.1721571397,1
5,392.857142857,320.476190476,35.2747712553,38.1721571397,1
6,424.761904762,294.285714286,42.6824732189,50.807141153,1
7,468.571428571,292.380952381,28.0039706789,50.807141153,1
8,92.380952381,375.714285714,25.2035736111,33.3345653105,1
9,72.3529411765,7.64705882353,33.1292987837,33.1292987837,1
