#item,x,y,dx,dy,label
0,205.238095238,214.761904762,49.8858097839,55.3475715713,1
1,128.571428571,430.952380952,36.3667553325,49.8128144141,1
2,176.19047619,456.19047619,26.5113646374,36.3135417079,1
3,180.952380952,454.761904762,42.6968178621,43.4999916119,1
4,250.476190476,437.142857143,38.4271360759,43.4999916119,1
5,255.238095238,126.19047619,31.1259802215,35.2349932056,1
6,189.523809524,43.8095238095,45.5715476423,46.8977759567,1
7,29.5238095238,67.1428571429,26.9095431673,27.6926677247,1
8,27.1428571429,51.9047619048,26.9095431673,27.6926677247,1
9,4.7619047619,73.3333333333,26.9095431673,27.6926677247,1
