#item,x,y,dx,dy,label
0,77.3333333333,233.333333333,45.8800666385,48.7318470471,1
1,0.0,54.6666666667,45.8800666385,48.7318470471,1
2,89.3333333333,104.0,33.4465685795,35.5255164974,1
3,129.333333333,33.3333333333,48.9691210572,52.0129087038,1
4,265.333333333,21.3333333333,48.9691210572,52.0129087038,1
5,239.333333333,3.33333333333,48.9691210572,52.0129087038,1
6,436.0,6.0,53.8660331629,57.2141995742,1
7,258.0,331.333333333,39.2683381758,41.7091514896,1
8,476.666666667,249.333333333,39.2683381758,41.7091514896,1
9,448.0,438.666666667,47.5146891927,50.4680733024,1
