#item,x,y,dx,dy,label
0,15.7142857143,89.5238095238,30.0799723689,33.5583252007,1
1,23.8095238095,96.6666666667,30.0799723689,33.5583252007,1
2,93.8095238095,66.6666666667,30.0799723689,33.5583252007,1
3,110.0,318.571428571,36.3967665664,40.6055734928,1
4,104.761904762,326.666666667,36.3967665664,40.6055734928,1
5,31.9047619048,429.523809524,29.4813809188,32.8905145292,1
6,259.523809524,287.142857143,32.4295190106,36.1795659821,1
7,279.047619048,311.428571429,35.6724709117,39.7975225803,1
8,270.476190476,352.380952381,35.6724709117,39.7975225803,1
9,372.857142857,399.047619048,32.1052238205,43.33950209,1
10,399.047619048,340.952380952,32.1052238205,39.005551881,1
11,455.238095238,207.142857143,38.8473208228,47.196717776,1
