#item,x,y,dx,dy,label
0,261.25,273.75,38.875654794,49.3973197366,1
1,302.5,252.5,47.0395423008,59.7707568813,1
2,183.75,240.0,33.2733248032,56.2729811184,1
3,119.375,211.25,34.8068608964,45.8030478877,1
4,232.5,23.125,34.8068608964,39.9983864062,1
5,426.25,26.25,42.1163016847,53.2378523066,1
6,251.875,345.0,30.7027839281,38.8103943315,1
7,242.5,360.625,22.3823294836,28.2927774677,1
8,230.625,306.875,29.7908805427,37.6576868095,1
9,374.375,30.0,39.6516620023,50.1223811434,1
10,275.555555556,330.555555556,28.412295318,35.0769078,1
