#item,x,y,dx,dy,label
0,245.0,110.0,23.2151992284,27.2560783613,1
1,100.0,347.0,23.2151992284,32.9798548172,1
2,138.0,388.0,18.6162682612,26.4465455779,1
3,222.0,447.0,18.6162682612,26.4465455779,1
4,441.0,369.0,24.7782530557,26.4465455779,1
5,344.0,474.0,24.7782530557,26.4465455779,1
6,258.0,307.0,27.2560783613,29.0912001357,1
7,265.0,280.0,27.2560783613,29.0912001357,1
8,262.0,245.0,22.0774234726,29.0912001357,1
9,286.0,390.0,22.0774234726,23.5638721099,1
10,447.0,36.0,22.0774234726,31.3635137783,1
11,461.0,21.0,22.0774234726,20.5776013899,1
