#item,x,y,dx,dy,label
0,299.333333333,167.333333333,39.8692940553,31.7024664135,1
1,289.333333333,193.333333333,32.2941281848,42.1959827963,1
2,372.0,184.666666667,35.5235410033,37.2206544648,1
3,334.0,51.3333333333,35.5235410033,37.2206544648,1
4,442.666666667,276.666666667,35.5235410033,45.0369919024,1
5,467.333333333,192.666666667,28.7740682127,32.5036474259,1
6,174.0,260.666666667,16.9907995389,17.1010331828,1
7,157.333333333,263.333333333,24.8762296049,27.5413849512,1
8,80.0,52.0,33.1102616041,36.65758337,1
9,74.6666666667,10.0,17.2459871415,19.4813427637,1
10,50.6666666667,2.0,16.5664264366,9.22468719321,1
