#item,x,y,dx,dy,label
0,157.272727273,205.454545455,45.6117574803,43.1516503999,1
1,156.363636364,239.090909091,36.9455235591,34.9528368239,1
2,275.454545455,228.181818182,29.9258740828,28.3117978274,1
3,309.090909091,245.454545455,29.9258740828,28.3117978274,1
4,431.818181818,456.363636364,29.9258740828,28.3117978274,1
5,251.818181818,419.090909091,32.9184614911,31.1429776101,1
6,85.4545454545,443.636363636,36.2103076402,34.2572753711,1
7,150.0,415.454545455,35.8482045638,37.6830029082,1
8,110.909090909,442.727272727,35.8482045638,37.6830029082,1
9,433.636363636,198.181818182,35.8482045638,37.6830029082,1
