#item,x,y,dx,dy,label
0,58.1818181818,110.0,26.2172947612,33.1850063692,1
1,42.7272727273,112.727272727,31.7229266611,40.1538577067,1
2,79.0909090909,213.636363636,25.6955705955,35.7770872167,1
3,101.818181818,261.818181818,28.265127655,39.3547959384,1
4,137.272727273,376.363636364,31.0916404205,38.961247979,1
5,345.454545455,390.909090909,41.3829733997,51.85742106,1
6,275.454545455,193.636363636,45.5212707397,51.3388468494,1
7,240.0,124.545454545,32.8531563055,37.0517591597,1
8,232.727272727,104.545454545,36.1384719361,33.0131174113,1
9,235.454545455,88.1818181818,26.3449460414,29.7118056702,1
10,180.0,112.727272727,26.3449460414,39.546413347,1
11,465.454545455,200.0,28.9794406455,43.5010546817,1
12,480.0,238.181818182,21.1260122306,31.712268863,1
