#item,x,y,dx,dy,label
0,11.1764705882,291.176470588,56.4727315344,70.4236582297,1
1,40.0,301.176470588,45.7429125429,57.043163166,1
2,86.4705882353,462.352941176,49.8140317592,36.6812415681,1
3,252.941176471,434.705882353,59.0755063579,64.9830569936,1
4,30.5882352941,12.3529411765,47.8511601499,42.6353836935,1
5,24.1176470588,69.4117647059,47.8511601499,42.6353836935,1
6,24.7058823529,138.823529412,47.8511601499,46.8989220629,1
7,401.764705882,217.647058824,47.8511601499,61.798240613,1
8,50.5882352941,160.588235294,38.7594397214,50.0565748966,1
9,71.7647058824,90.0,38.7594397214,50.0565748966,1
