#item,x,y,dx,dy,label
0,31.4285714286,335.238095238,30.050575976,33.6661316745,1
1,41.9047619048,338.571428571,30.050575976,33.6661316745,1
2,30.4761904762,369.047619048,30.050575976,33.6661316745,1
3,5.71428571429,382.857142857,30.050575976,33.6661316745,1
4,159.523809524,379.047619048,33.0556335736,37.032744842,1
5,280.0,202.857142857,43.9970482865,49.2905833847,1
6,325.238095238,186.666666667,48.3967531152,49.2905833847,1
7,241.904761905,142.380952381,39.2013700233,39.9253725416,1
8,251.428571429,90.0,35.281233021,35.9328352874,1
9,300.952380952,60.9523809524,46.9593211509,47.8266037676,1
10,217.619047619,69.0476190476,37.2801128346,37.9686320256,1
11,92.8571428571,81.9047619048,30.196891396,30.7545919408,1
12,55.2380952381,58.5714285714,30.196891396,33.8300511348,1
