#item,x,y,dx,dy,label
0,405.263157895,117.368421053,27.2469212686,34.824936914,1
1,183.157894737,235.789473684,24.2770068503,28.2081989003,1
2,98.9473684211,361.052631579,26.7047075353,28.2081989003,1
3,132.105263158,340.526315789,26.7047075353,28.2081989003,1
4,154.210526316,352.631578947,26.7047075353,28.2081989003,1
5,251.052631579,393.684210526,35.5439657295,33.7906014627,1
6,275.263157895,463.157894737,35.5439657295,33.7906014627,1
7,294.210526316,268.947368421,28.7906122409,30.1074259033,1
8,340.0,232.631578947,28.7906122409,30.1074259033,1
9,24.2105263158,356.315789474,13.7704605839,19.7534821351,1
10,19.4736842105,346.842105263,13.7704605839,19.7534821351,1
11,458.947368421,444.210526316,32.4700257379,36.9771332626,1
12,453.684210526,481.578947368,38.8958438314,19.6511646782,1
13,353.684210526,374.736842105,22.967606824,19.6511646782,1
