#item,x,y,dx,dy,label
0,1.90476190476,294.285714286,21.4814223658,53.1845245618,1
1,123.333333333,298.095238095,31.4509504857,38.7715184055,1
2,129.523809524,391.428571429,46.0473366061,51.6048909978,1
3,317.142857143,370.0,41.028176916,56.7653800976,1
4,376.666666667,441.428571429,41.028176916,56.7653800976,1
5,210.476190476,116.666666667,41.028176916,56.7653800976,1
6,130.476190476,112.380952381,44.6796846616,45.979957879,1
7,154.285714286,84.2857142857,40.2117161954,45.979957879,1
8,261.176470588,97.6470588235,43.4426247806,53.0965413985,1
9,202.352941176,1.76470588235,43.4426247806,34.8366408115,1
10,460.588235294,14.7058823529,37.1821535171,50.494282554,1
