#item,x,y,dx,dy,label
0,85.2380952381,97.1428571429,29.7155528214,36.0658973504,1
1,62.380952381,176.666666667,29.7155528214,36.0658973504,1
2,45.7142857143,200.476190476,29.7155528214,36.0658973504,1
3,41.9047619048,274.285714286,24.0695977853,29.2133768539,1
4,9.04761904762,398.571428571,26.4765575638,32.1347145392,1
5,290.476190476,302.857142857,21.2315515104,25.768827589,1
6,391.904761905,393.333333333,21.2315515104,25.768827589,1
7,409.047619048,384.761904762,21.2315515104,25.768827589,1
8,335.714285714,47.1428571429,30.7742634208,37.3508590683,1
9,314.761904762,315.238095238,24.9271533708,30.2541958454,1
