#item,x,y,dx,dy,label
0,47.619047619,121.428571429,47.3077530765,45.3314234266,1
1,308.571428571,88.0952380952,27.9347551141,36.7184529756,1
2,335.714285714,87.1428571429,27.9347551141,33.046607678,1
3,364.285714286,178.095238095,24.8898668067,26.7677522192,1
4,378.571428571,177.142857143,24.8898668067,26.7677522192,1
5,388.095238095,191.904761905,24.8898668067,26.7677522192,1
6,381.428571429,220.476190476,30.1167388361,32.3889801852,1
7,159.047619048,291.904761905,27.1050649525,35.6278782037,1
8,111.428571429,292.857142857,17.7836331153,21.0379058005,1
9,224.761904762,237.142857143,26.0370172441,30.8015978825,1
10,199.523809524,233.80952381,26.0370172441,30.8015978825,1
11,192.857142857,219.047619048,26.0370172441,30.8015978825,1
12,256.666666667,126.666666667,26.0370172441,30.8015978825,1
13,199.411764706,1.76470588235,39.1377958587,37.2196544366,1
