#item,x,y,dx,dy,label
0,38.9473684211,82.1052631579,42.8717762,51.874849202,1
1,101.578947368,138.947368421,42.8717762,46.6873642818,1
2,117.894736842,80.5263157895,34.726138722,46.6873642818,1
3,179.473684211,105.789473684,34.726138722,46.6873642818,1
4,145.789473684,194.736842105,42.0186278536,42.0186278536,1
5,168.421052632,186.315789474,42.0186278536,42.0186278536,1
6,135.789473684,281.578947368,37.8167650683,42.0186278536,1
7,262.105263158,127.894736842,34.0350885614,46.220490639,1
8,287.368421053,108.947368421,41.1824571593,46.220490639,1
9,348.421052632,79.4736842105,33.3577902991,37.4385974176,1
10,301.578947368,27.3684210526,33.3577902991,37.4385974176,1
