#item,x,y,dx,dy,label
0,133.571428571,64.2857142857,25.6822332107,26.3224252059,1
1,0.714285714286,192.857142857,41.3614934081,42.3925290184,1
2,31.4285714286,225.714285714,48.5609489878,55.3016094466,1
3,168.571428571,142.142857143,23.2265513619,26.4505883633,1
4,263.571428571,192.857142857,30.9145398627,35.2057331116,1
5,312.857142857,210.714285714,30.9145398627,35.2057331116,1
6,329.285714286,174.285714286,30.9145398627,35.2057331116,1
7,331.428571429,65.7142857143,34.005993849,38.7263064228,1
8,462.142857143,105.714285714,37.0325273015,46.3902424638,1
9,255.714285714,0.714285714286,21.8673370463,27.3929742725,1
10,26.4285714286,15.7142857143,29.1054256086,33.1454988697,1
11,72.8571428571,274.285714286,30.1423984954,43.6754924056,1
12,210.0,390.714285714,23.6901826853,35.3771488485,1
13,132.857142857,364.285714286,19.1890479751,31.8394339637,1
14,185.714285714,375.714285714,37.2003354317,45.9109103891,1
