#item,x,y,dx,dy,label
0,27.3076923077,112.692307692,26.0,26.0,1
1,39.6153846154,113.076923077,22.0,32.0,1
2,50.7692307692,204.230769231,30.0,26.0,1
3,29.6153846154,32.6923076923,20.0,24.0,1
4,54.2307692308,39.6153846154,22.0,26.0,1
5,148.846153846,125.384615385,26.0,28.0,1
6,174.230769231,151.923076923,34.0,28.0,1
7,179.230769231,186.923076923,22.0,16.0,1
8,192.692307692,185.769230769,22.0,20.0,1
9,150.769230769,103.076923077,42.0,26.0,1
10,188.461538462,99.2307692308,30.0,20.0,1
11,238.846153846,91.5384615385,26.0,16.0,1
12,222.692307692,16.9230769231,22.0,30.0,1
13,240.769230769,16.1538461538,24.0,26.0,1
14,1.92307692308,277.307692308,18.0,22.0,1
15,43.8461538462,90.7692307692,22.0,22.0,1
