#item,x,y,dx,dy,label
0,152.105263158,266.315789474,32.0,30.0,1
1,174.736842105,226.315789474,30.0,28.0,1
2,198.421052632,213.684210526,30.0,28.0,1
3,235.263157895,213.684210526,30.0,28.0,1
4,247.368421053,243.157894737,36.0,34.0,1
5,265.789473684,266.315789474,30.0,32.0,1
6,271.578947368,172.631578947,26.0,32.0,1
7,131.052631579,208.947368421,26.0,36.0,1
8,96.8421052632,183.684210526,40.0,30.0,1
9,163.157894737,165.789473684,34.0,30.0,1
10,163.684210526,124.210526316,24.0,30.0,1
11,130.0,125.263157895,32.0,30.0,1
12,200.0,149.473684211,30.0,28.0,1
13,1.05263157895,86.8421052632,32.0,30.0,1
14,17.3684210526,73.6842105263,26.0,24.0,1
15,37.3684210526,76.3157894737,30.0,28.0,1
16,21.0526315789,104.736842105,26.0,24.0,1
17,86.8421052632,65.2631578947,26.0,24.0,1
18,107.894736842,62.1052631579,32.0,30.0,1
19,112.631578947,90.5263157895,32.0,30.0,1
20,131.052631579,92.1052631579,32.0,36.0,1
21,152.105263158,76.8421052632,28.0,32.0,1
22,169.473684211,66.3157894737,30.0,34.0,1
23,216.842105263,60.5263157895,30.0,34.0,1
24,70.5263157895,45.2631578947,26.0,30.0,1
25,118.421052632,32.1052631579,26.0,28.0,1
26,92.1052631579,23.1578947368,22.0,28.0,1
