#item,x,y,dx,dy,label
0,7.30769230769,168.461538462,24.0,22.0,1
1,17.6923076923,209.230769231,28.0,30.0,1
2,33.8461538462,167.692307692,32.0,20.0,1
3,37.3076923077,183.076923077,30.0,18.0,1
4,83.0769230769,173.076923077,28.0,26.0,1
5,98.4615384615,194.230769231,30.0,26.0,1
6,69.6153846154,195.769230769,26.0,26.0,1
7,65.7692307692,214.230769231,26.0,28.0,1
8,63.0769230769,240.769230769,30.0,28.0,1
9,129.230769231,243.846153846,30.0,28.0,1
10,160.384615385,242.307692308,26.0,24.0,1
11,172.307692308,209.230769231,32.0,30.0,1
12,200.769230769,235.769230769,32.0,30.0,1
13,235.0,224.615384615,32.0,30.0,1
14,173.076923077,147.692307692,32.0,22.0,1
15,15.7692307692,53.8461538462,28.0,32.0,1
16,32.3076923077,58.4615384615,28.0,32.0,1
17,120.0,72.6923076923,18.0,22.0,1
