#item,x,y,dx,dy,label
0,13.0769230769,176.153846154,20.0,16.0,1
1,3.46153846154,167.307692308,22.0,18.0,1
2,31.5384615385,152.307692308,22.0,18.0,1
3,27.6923076923,167.692307692,20.0,18.0,1
4,38.4615384615,175.0,20.0,18.0,1
5,28.4615384615,184.615384615,20.0,18.0,1
6,5.76923076923,192.692307692,20.0,18.0,1
7,18.8461538462,205.384615385,22.0,20.0,1
8,46.1538461538,155.384615385,24.0,20.0,1
9,150.384615385,50.0,26.0,22.0,1
10,165.769230769,33.0769230769,22.0,26.0,1
11,191.923076923,45.7692307692,22.0,20.0,1
12,131.538461538,44.2307692308,20.0,22.0,1
13,75.0,1.92307692308,24.0,16.0,1
14,125.384615385,11.1538461538,24.0,16.0,1
15,236.538461538,9.61538461538,28.0,24.0,1
16,239.230769231,26.9230769231,28.0,24.0,1
17,251.923076923,48.0769230769,28.0,20.0,1
18,252.692307692,68.8461538462,30.0,26.0,1
19,277.307692308,23.4615384615,20.0,24.0,1
