#item,x,y,dx,dy,label
0,173.928571429,164.642857143,34.0,28.0,1
1,185.0,144.642857143,34.0,32.0,1
2,129.642857143,220.714285714,36.0,38.0,1
3,33.2142857143,232.5,32.0,34.0,1
4,8.57142857143,265.0,36.0,32.0,1
5,120.357142857,168.214285714,38.0,34.0,1
6,166.785714286,219.642857143,32.0,28.0,1
7,59.2857142857,165.357142857,32.0,28.0,1
8,85.3571428571,87.1428571429,30.0,26.0,1
9,135.714285714,56.7857142857,28.0,26.0,1
10,12.8571428571,212.857142857,28.0,26.0,1
11,56.4285714286,216.785714286,30.0,24.0,1
