#item,x,y,dx,dy,label
0,5.71428571429,3.80952380952,28.0,38.0,1
1,69.5238095238,4.7619047619,26.0,28.0,1
2,56.6666666667,137.619047619,26.0,28.0,1
3,104.285714286,75.7142857143,26.0,28.0,1
4,107.142857143,116.19047619,26.0,28.0,1
5,60.4761904762,170.476190476,26.0,28.0,1
6,36.6666666667,258.095238095,22.0,24.0,1
7,15.2380952381,270.952380952,30.0,22.0,1
8,147.619047619,269.047619048,32.0,24.0,1
9,175.714285714,264.285714286,24.0,24.0,1
10,187.619047619,243.333333333,30.0,30.0,1
11,157.142857143,189.047619048,24.0,24.0,1
12,116.666666667,190.0,30.0,24.0,1
13,218.571428571,79.0476190476,24.0,30.0,1
14,191.428571429,44.2857142857,32.0,24.0,1
15,258.571428571,84.7619047619,36.0,42.0,1
16,220.0,1.42857142857,26.0,32.0,1
17,89.5238095238,1.42857142857,32.0,16.0,1
