#item,x,y,dx,dy,label
0,104.642857143,125.0,32.0,22.0,1
1,68.9285714286,75.7142857143,28.0,22.0,1
2,81.0714285714,133.214285714,28.0,28.0,1
3,116.428571429,148.214285714,28.0,28.0,1
4,139.642857143,209.642857143,24.0,24.0,1
5,120.357142857,208.571428571,26.0,26.0,1
6,81.0714285714,219.285714286,20.0,26.0,1
7,39.2857142857,252.142857143,22.0,28.0,1
8,128.214285714,270.357142857,18.0,22.0,1
9,137.5,236.428571429,22.0,26.0,1
10,105.357142857,186.785714286,22.0,26.0,1
11,141.071428571,78.2142857143,32.0,26.0,1
12,204.285714286,103.928571429,32.0,26.0,1
13,227.142857143,144.642857143,28.0,22.0,1
14,256.428571429,161.785714286,24.0,26.0,1
15,254.285714286,122.857142857,32.0,22.0,1
16,197.857142857,80.3571428571,32.0,22.0,1
17,0.714285714286,56.4285714286,18.0,34.0,1
