#item,x,y,dx,dy,label
0,73.3333333333,90.0,30.0,24.0,1
1,102.380952381,80.9523809524,30.0,28.0,1
2,32.8571428571,80.9523809524,30.0,24.0,1
3,46.1904761905,120.0,26.0,24.0,1
4,24.2857142857,50.9523809524,34.0,32.0,1
5,43.8095238095,20.4761904762,32.0,30.0,1
6,76.1904761905,22.380952381,26.0,20.0,1
7,104.285714286,22.8571428571,34.0,28.0,1
8,188.095238095,28.0952380952,30.0,28.0,1
9,158.571428571,100.476190476,28.0,30.0,1
10,108.571428571,151.904761905,28.0,30.0,1
11,150.0,174.761904762,22.0,24.0,1
12,157.619047619,187.142857143,22.0,22.0,1
13,208.571428571,259.047619048,32.0,32.0,1
14,235.714285714,255.238095238,32.0,28.0,1
15,245.238095238,275.714285714,32.0,24.0,1
16,192.380952381,110.952380952,28.0,30.0,1
17,267.142857143,182.380952381,24.0,26.0,1
