#item,x,y,dx,dy,label
0,8.21428571429,173.571428571,34.0,26.0,1
1,72.1428571429,61.7857142857,34.0,26.0,1
2,132.142857143,18.9285714286,26.0,30.0,1
3,147.5,21.4285714286,44.0,30.0,1
4,155.714285714,59.2857142857,30.0,44.0,1
5,198.928571429,44.6428571429,34.0,24.0,1
6,214.642857143,16.4285714286,26.0,44.0,1
7,230.0,24.2857142857,28.0,34.0,1
8,188.571428571,75.3571428571,28.0,34.0,1
9,202.142857143,70.7142857143,28.0,34.0,1
10,218.214285714,69.2857142857,32.0,34.0,1
11,247.142857143,69.2857142857,26.0,34.0,1
12,248.571428571,86.0714285714,26.0,34.0,1
13,279.285714286,45.3571428571,20.0,28.0,1
14,134.642857143,221.428571429,18.0,24.0,1
