#item,x,y,dx,dy,label
0,47.3076923077,134.230769231,16.0,28.0,1
1,74.6153846154,126.923076923,22.0,24.0,1
2,62.6923076923,58.8461538462,18.0,24.0,1
3,66.5384615385,33.4615384615,30.0,18.0,1
4,64.2307692308,41.5384615385,20.0,28.0,1
5,67.3076923077,3.46153846154,26.0,22.0,1
6,86.1538461538,5.38461538462,28.0,24.0,1
7,109.615384615,42.3076923077,28.0,24.0,1
8,133.461538462,26.1538461538,16.0,26.0,1
9,80.3846153846,181.153846154,22.0,26.0,1
10,43.8461538462,210.0,30.0,24.0,1
11,103.076923077,172.307692308,30.0,20.0,1
12,130.769230769,200.769230769,20.0,20.0,1
13,152.307692308,196.153846154,34.0,30.0,1
14,93.4615384615,260.769230769,26.0,26.0,1
15,243.461538462,264.615384615,26.0,26.0,1
16,207.307692308,190.769230769,18.0,26.0,1
17,243.846153846,134.615384615,16.0,20.0,1
18,247.307692308,182.692307692,24.0,20.0,1
19,213.461538462,118.461538462,18.0,16.0,1
20,223.076923077,123.846153846,14.0,18.0,1
21,234.615384615,101.923076923,16.0,14.0,1
